"ASV","Location","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"AB530174.1.1517","Fossil Lagoon","d__Bacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","Zixibacteria","uncultured_bacterium"
"FN398053.1.1489","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"GU583984.1.1476","Fossil Lagoon","d__Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)",NA
"KX768747.1.1475","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"EU385876.1.1464","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group","UBA10353_marine_group","uncultured_bacterium"
"JQ989640.1.1399","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"KT952792.1.1458","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter","uncultured_bacterium"
"GU270117.1.914","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured","uncultured","uncultured_archaeon"
"JX227708.1.1513","Fossil Lagoon","d__Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_bacterium"
"JN464434.1.1419","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured_organism"
"FJ902048.1.1205","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured","uncultured","uncultured_Chloroflexi"
"HM598208.1.1520","Fossil Lagoon","d__Bacteria","Gemmatimonadota","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group",NA
"FJ516839.1.1475","Fossil Lagoon","d__Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","uncultured_delta"
"HE804536.1.1436","Fossil Lagoon","d__Bacteria","Actinobacteriota","Coriobacteriia","OPB41","OPB41","OPB41",NA
"JQ989441.1.1437","Fossil Lagoon","d__Archaea","Asgardarchaeota","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","Lokiarchaeia","uncultured_archaeon"
"EU420697.1.1454","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"AF354161.1.1421","Fossil Lagoon","d__Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Calditrichaceae",NA
"JN468962.1.1396","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA,NA
"AY225639.1.1422","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"DQ841232.1.1305","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured","uncultured","uncultured_euryarchaeote"
"JN038880.1.1492","Fossil Lagoon","d__Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium",NA
"EU487888.1.1534","Fossil Lagoon","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_bacterium"
"GQ263000.1.1465","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured",NA
"EF125472.1.956","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia",NA
"GU120553.1.1467","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis",NA
"HQ845903.1.1377","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured","uncultured","uncultured_bacterium"
"AF317771.1.1469","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_bacterium"
"KF836324.1.1525","Fossil Lagoon","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta"
"AB858638.1.1406","Fossil Lagoon","d__Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","hydrothermal_vent"
"EU035887.1.1460","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured",NA
"AB250578.1.1365","Fossil Lagoon","d__Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage",NA
"AJ620496.1.1501","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8","BD7-8","BD7-8","uncultured_bacterium"
"JN977366.1.1554","Fossil Lagoon","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group",NA
"HF922336.1.1554","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","Pla1_lineage","Pla1_lineage","Pla1_lineage","uncultured_bacterium"
"EU488235.1.1475","Fossil Lagoon","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF3","GIF3","GIF3","uncultured_bacterium"
"JQ925081.1.1543","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA
"FJ592581.1.1414","Fossil Lagoon","d__Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15","uncultured_soil"
"JX227042.1.1461","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group",NA
"DQ234241.1.1543","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Thioalkalispiraceae","Thioalkalispira-Sulfurivermis",NA
"FJ655657.1.1399","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"KC009999.1.1506","Fossil Lagoon","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta",NA
"EU133416.1.1263","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured_Alphaproteobacteria"
"JN509229.1.1472","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfomonilia","Desulfomonilales","Desulfomonilaceae","Desulfomonile",NA
"FJ517056.1.1467","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured_organism"
"HQ673190.1.1521","Fossil Lagoon","d__Bacteria","PAUC34f","PAUC34f","PAUC34f","PAUC34f","PAUC34f","uncultured_gamma"
"KF268917.1.1430","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia",NA,NA,NA
"EU420714.1.1479","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"AY592419.1.1312","Fossil Lagoon","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_organism"
"JN825381.1.1374","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","uncultured_bacterium"
"JQ407257.1.1365","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetovibrio","uncultured_bacterium"
"KX389567.1.1447","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Marinobacterium","Marinobacterium_nitratireducens"
"KC631465.1.1551","Fossil Lagoon","d__Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23",NA
"FJ748801.1.1484","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured_Bacteroidetes"
"JN444719.1.1481","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"EF018554.1.1407","Fossil Lagoon","d__Bacteria","MBNT15","MBNT15","MBNT15","MBNT15","MBNT15",NA
"CU927382.1.1358","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17",NA
"KF712822.1.1482","Fossil Lagoon","d__Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","PAUC26f","PAUC26f","uncultured_bacterium"
"FPLS01061887.15.1492","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured",NA
"KM051604.1.1445","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","uncultured_organism"
"AY592484.1.1253","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"JN531385.1.1385","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","SB-5",NA
"JN536125.1.1429","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","uncultured_organism"
"FR749930.1.1533","Fossil Lagoon","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Spirochaeta_isovalerica"
"AF407200.1.1486","Fossil Lagoon","d__Bacteria","Chloroflexi","Dehalococcoidia","GIF9","GIF9","GIF9","uncultured_bacterium"
"DQ363802.1.954","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"JN387417.1.1441","Fossil Lagoon","d__Bacteria","FCPU426","FCPU426","FCPU426","FCPU426","FCPU426","uncultured_microorganism"
"AB807167.1.1479","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","uncultured_bacterium"
"AB803504.1.1398","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","uncultured_archaeon"
"KC896655.1.1516","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","uncultured_bacterium"
"KT952786.1.1522","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"EU734976.1.1516","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"KX172703.1.1475","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"JN507928.1.1400","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobiaceae","uncultured_bacterium"
"FJ545485.1.1494","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","B2M28","B2M28","B2M28","uncultured_gamma"
"AM943589.1.1433","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_bacterium"
"GU444058.1.1569","Fossil Lagoon","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage",NA
"FM165235.1.1462","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_bacterium"
"CU924417.1.1366","Fossil Lagoon","d__Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","uncultured","uncultured","uncultured_actinobacterium"
"EU488032.1.1474","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_organism"
"EF999399.1.1531","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_delta"
"AJ441227.1.1419","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured",NA
"AJ863186.1.1467","Fossil Lagoon","d__Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","67-14",NA
"JN511538.1.1406","Fossil Lagoon","d__Bacteria","Planctomycetota","vadinHA49","vadinHA49","vadinHA49","vadinHA49","uncultured_bacterium"
"KY229868.1.1200","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"JN977226.1.1528","Fossil Lagoon","d__Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","uncultured_bacterium"
"KP204843.1.1436","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"KM410921.1.1273","Fossil Lagoon","d__Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurimonadaceae","Sulfurimonas",NA
"JX226923.1.1508","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"AFOC01000137.503.2037","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Sedimenticolaceae",NA,NA
"JN526849.1.1420","Fossil Lagoon","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Candidatus_Latescibacter","uncultured_bacterium"
"EU290705.1.1526","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","VHS-B3-70","VHS-B3-70","VHS-B3-70",NA
"KC009986.1.1495","Fossil Lagoon","d__Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae",NA
"KY609439.1.1448","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA,NA
"AM943570.1.1380","Fossil Lagoon","d__Bacteria","Chloroflexi","Dehalococcoidia","vadinBA26","vadinBA26","vadinBA26","uncultured_bacterium"
"JF428846.1.1487","Fossil Lagoon","d__Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","uncultured_bacterium"
"HM480235.1.1528","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_bacterium"
"FN553599.1.1500","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"JQ818020.1.1436","Fossil Lagoon","d__Bacteria","WS2","WS2","WS2","WS2","WS2","uncultured_bacterium"
"EU681930.1.914","Fossil Lagoon","d__Archaea","Aenigmarchaeota","Aenigmarchaeia","Aenigmarchaeales","Aenigmarchaeales","Aenigmarchaeales","uncultured_archaeon"
"EU134467.1.1363","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","uncultured_bacterium"
"HQ396926.1.1490","Fossil Lagoon","d__Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured","uncultured_Actinomycetales"
"KY609406.1.1525","Fossil Lagoon","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group",NA
"AB177153.1.1422","Fossil Lagoon","d__Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Calditrichaceae",NA
"AB804119.1.1436","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA,NA
"JN886921.1.1461","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031",NA
"EU284667.1.1426","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"JN825629.1.1420","Fossil Lagoon","d__Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","Hydrogenedensaceae",NA
"EU735614.1.1464","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius",NA
"KX097462.1.1520","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"KY418178.1.1220","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas_diminuta"
"JQ738956.1.1527","Fossil Lagoon","d__Bacteria","Actinobacteriota","WCHB1-81","WCHB1-81","WCHB1-81","WCHB1-81","uncultured_bacterium"
"JN537318.1.1475","Fossil Lagoon","d__Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","uncultured_planctomycete"
"KJ817582.1.1497","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured","uncultured","uncultured_gamma"
"EU487947.1.1523","Fossil Lagoon","d__Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group","BD2-11_terrestrial_group",NA
"DQ522931.1.1290","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","uncultured","uncultured","uncultured","uncultured_eukaryote"
"AJ535255.1.1479","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","uncultured_Cytophagales"
"KR857627.1.1515","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j",NA
"AB448791.1.904","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"KM071655.1.1470","Fossil Lagoon","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2",NA
"AM709744.1.1353","Fossil Lagoon","d__Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96","uncultured_Gram-positive"
"JQ801013.1.1525","Fossil Lagoon","d__Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","uncultured_bacterium"
"EU488483.1.1490","Fossil Lagoon","d__Bacteria","LCP-89","LCP-89","LCP-89","LCP-89","LCP-89","saltmarsh_clone"
"JN672631.1.1463","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae",NA,NA
"GQ926461.1.922","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_miscellaneous"
"GQ246426.1.1494","Fossil Lagoon","d__Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"JF344687.1.1500","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"EU328009.1.1481","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga",NA
"AB694514.1.1378","Fossil Lagoon","d__Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","uncultured_bacterium"
"DQ070832.1.1357","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","AT-s3-44","AT-s3-44","AT-s3-44","uncultured_bacterium"
"JX227388.1.1514","Fossil Lagoon","d__Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","uncultured_planctomycete"
"AB806668.1.1504","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans",NA
"JF189161.1.1308","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloligellaceae","uncultured_bacterium"
"KT380501.1.1178","Fossil Lagoon","d__Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus","Thaumarchaeota_archaeon"
"KJ191977.1.1447","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured","uncultured_bacterium"
"FM242427.1.1458","Fossil Lagoon","d__Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionales","Micavibrionales","uncultured_Alphaproteobacteria"
"DQ811915.1.1508","Fossil Lagoon","d__Bacteria","Acidobacteriota","Subgroup_18","Subgroup_18","Subgroup_18","Subgroup_18",NA
"AB694313.1.1513","Fossil Lagoon","d__Bacteria","NB1-j","NB1-j","NB1-j","NB1-j","NB1-j","uncultured_bacterium"
"JQ245907.1.948","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_methanogenic"
"GQ410795.1.916","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1","Marine_Benthic_Group_D_and_DHVEG-1",NA
"FJ545456.1.1552","Fossil Lagoon","d__Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"FJ665216.1.1310","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured_organism"
"JF344489.1.1518","Fossil Lagoon","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA
"EF471449.1.1489","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella",NA
"FJ655678.1.1424","Fossil Lagoon","d__Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","Bathyarchaeia","uncultured_methanogenic"
"HQ190545.1.1508","Fossil Lagoon","d__Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7","uncultured_bacterium"
"DQ394929.1.1461","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_organism"
"HE803887.1.1427","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031",NA
"JN166335.1.1499","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"AY592417.1.1305","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured_organism"
"FN553593.1.1519","Fossil Lagoon","d__Bacteria","Gemmatimonadota","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group",NA
"HQ697792.1.1480","Fossil Lagoon","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","uncultured",NA
"DQ394901.1.1513","Fossil Lagoon","d__Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","uncultured_organism"
"AY771960.1.1520","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","uncultured",NA
"GU118166.1.1439","Fossil Lagoon","d__Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured_bacterium"
"AY211679.1.1368","Fossil Lagoon","d__Bacteria","Desulfobacterota","Dissulfuribacteria","Dissulfuribacterales","Dissulfuribacteraceae",NA,NA
"JF344145.1.1495","Fossil Lagoon","d__Bacteria","Proteobacteria","Gammaproteobacteria","Run-SP154","Run-SP154","Run-SP154","uncultured_gamma"
"FJ485475.1.1403","Fossil Lagoon","d__Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485",NA
"DQ811870.1.1468","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031",NA
"EF108312.1.1555","Fossil Lagoon","d__Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"FJ517110.1.1527","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"EU487969.1.1519","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadia","Syntrophotaleaceae","Syntrophotalea","uncultured_bacterium"
"EU488145.1.1475","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","uncultured_organism"
"KM356561.1.1441","Fossil Lagoon","d__Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","unidentified_bacterium"
"EU487990.1.1497","Fossil Lagoon","d__Bacteria","Acidobacteriota","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21","uncultured_bacterium"
"EU245903.1.1497","Fossil Lagoon","d__Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","uncultured_organism"
"JN465250.1.1277","Fossil Lagoon","d__Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured_organism"
"EU487962.1.1522","Fossil Lagoon","d__Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","uncultured_bacterium"
"HE803863.1.1486","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group",NA
"FJ813554.1.1527","Fossil Lagoon","d__Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","uncultured_organism"
"KP814637.1.1473","Fossil Lagoon","d__Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4",NA
"DQ522934.1.1427","Fossil Lagoon","d__Archaea","Thermoplasmatota","Thermoplasmata","SG8-5","SG8-5","SG8-5","uncultured_archaeon"
"AB722096.1.1373","Fossil Lagoon","d__Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella",NA
